ano_trabajo,nivel_experiencia,tipo_contrato,titulo_trabajo,salario_usd,porcentaje_remoto,tamano_empresa
2024,Senior,Tiempo completo,ML Engineer,93300,0,M
2024,Senior,Tiempo completo,AI Engineer,93300,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,93300,0,M
2024,Senior,Tiempo completo,Data Scientist,93300,0,M
2024,Senior,Tiempo completo,ML Engineer,93300,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,93300,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,93300,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Machine Learning Researcher,93300,0,M
2023,Senior,Tiempo completo,AI Engineer,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,93300,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,93300,0,M
2023,Senior,Tiempo completo,Data Scientist,93300,0,M
2024,Semi-Senior,Tiempo completo,Data Specialist,93150,0,M
2021,Semi-Senior,Tiempo completo,Data Engineer,93150,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,93100,0,M
2024,Junior,Tiempo completo,Data Analyst,93000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,93000,100,M
2024,Junior,Tiempo parcial,Data Engineer,93000,0,M
2024,Junior,Tiempo parcial,Data Analyst,93000,0,M
2024,Senior,Tiempo completo,Data Analyst,93000,0,M
2024,Junior,Tiempo completo,Data Analyst,93000,0,M
2024,Junior,Tiempo completo,Data Analyst,93000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,93000,0,M
2024,Junior,Tiempo completo,Data Analyst,93000,0,M
2024,Junior,Tiempo completo,Data Analyst,93000,0,M
2024,Senior,Tiempo completo,Data Analyst,93000,0,M
2023,Junior,Tiempo completo,Machine Learning Engineer,93000,100,M
2023,Semi-Senior,Tiempo completo,Data Manager,93000,0,M
2023,Senior,Tiempo completo,Data Analyst,93000,0,M
2022,Semi-Senior,Por contrato,Applied Machine Learning Scientist,97712,100,L
2023,Senior,Tiempo completo,BI Analyst,93000,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,93000,100,L
2022,Junior,Tiempo completo,Data Scientist,93000,0,M
2021,Semi-Senior,Tiempo completo,Data Analyst,93000,100,L
2023,Senior,Tiempo completo,Data Scientist,92900,0,M
2024,Junior,Tiempo completo,Data Analyst,92810,0,M
2024,Senior,Tiempo completo,Data Scientist,92700,0,M
2024,Junior,Tiempo completo,Data Analyst,92700,100,M
2024,Senior,Tiempo completo,Data Scientist,92700,100,M
2024,Junior,Tiempo completo,Data Analyst,92700,100,M
2024,Junior,Tiempo completo,Data Analyst,92700,100,M
2023,Junior,Tiempo completo,Data Analyst,92700,0,M
2023,Junior,Tiempo completo,Data Engineer,92700,100,M
2023,Junior,Tiempo completo,Data Engineer,92700,100,M
2024,Senior,Tiempo completo,Data Scientist,92300,0,M
2022,Senior,Tiempo completo,Data Operations Analyst,92250,0,M
2024,Senior,Tiempo completo,Data Architect,92190,0,M
2024,Senior,Tiempo completo,Data Engineer,92190,100,M
2024,Senior,Tiempo completo,Data Modeler,92190,0,M
2024,Semi-Senior,Tiempo completo,Analytics Engineer,115000,100,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,92000,0,M
2024,Junior,Tiempo completo,Data Analyst,92000,100,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,92000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,92000,100,M
2024,Semi-Senior,Tiempo completo,Data Analyst,92000,0,M
2024,Junior,Tiempo completo,Data Analyst,92000,100,M
2024,Semi-Senior,Tiempo completo,Analytics Engineer,115000,100,M
2024,Senior,Tiempo completo,Analytics Engineer,92000,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,92000,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Developer,92000,0,M
2023,Senior,Tiempo completo,Data Engineer,92000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,92000,0,M
2023,Senior,Tiempo completo,Data Engineer,92000,0,M
2023,Senior,Tiempo completo,Data Scientist,92000,0,M
2023,Junior,Tiempo completo,Data Analyst,92000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,92000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,92000,0,M
2023,Senior,Tiempo completo,Data Analyst,92000,0,M
2023,Senior,Tiempo completo,Data Analyst,92000,0,M
2023,Senior,Tiempo completo,Data Architect,92000,100,M
2023,Senior,Tiempo completo,Data Analyst,92000,0,M
2023,Senior,Tiempo completo,Data Analyst,92000,0,M
2023,Senior,Tiempo completo,Data Analyst,92000,0,M
2023,Senior,Tiempo completo,Data Analyst,92000,100,M
2023,Senior,Tiempo completo,Data Architect,92000,100,M
2022,Senior,Tiempo completo,Data Scientist,92000,100,L
2022,Senior,Tiempo completo,Data Scientist,92000,100,L
2023,Junior,Tiempo completo,Business Intelligence Analyst,91875,0,M
2023,Senior,Tiempo completo,Data Analyst,91800,100,M
2024,Senior,Tiempo completo,Business Intelligence Developer,91536,0,M
2023,Senior,Tiempo completo,Data Analyst,91460,100,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Analyst,91300,0,M
2023,Senior,Tiempo completo,Data Engineer,91270,0,M
2023,Semi-Senior,Tiempo completo,Analytics Engineer,91260,0,M
2023,Junior,Tiempo completo,Research Analyst,91200,0,M
2024,Senior,Tiempo completo,Data Analytics Associate,91000,50,L
2024,Junior,Tiempo completo,Machine Learning Engineer,91000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,91000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,91000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,91000,0,M
2023,Senior,Tiempo completo,Data Engineer,91000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,91000,0,M
2023,Senior,Tiempo completo,Data Engineer,91000,0,M
2023,Senior,Tiempo completo,Data Strategist,91000,0,M
2023,Senior,Tiempo completo,Data Strategist,91000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,91000,0,M
2023,Semi-Senior,Tiempo completo,Business Intelligence Data Analyst,67419,50,L
2020,Junior,Tiempo completo,Data Analyst,91000,100,L
2024,Semi-Senior,Tiempo completo,Data Scientist,90950,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90800,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90800,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90700,0,M
2023,Senior,Tiempo completo,Data Scientist,90700,0,M
2023,Senior,Tiempo completo,Data Engineer,90700,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90700,0,M
2023,Senior,Tiempo completo,Data Modeler,90700,0,M
2023,Senior,Tiempo completo,Data Engineer,90700,0,M
2023,Senior,Tiempo completo,Data Scientist,90700,0,M
2023,Senior,Tiempo completo,Data Visualization Engineer,90700,0,M
2023,Senior,Tiempo completo,Data Architect,90700,0,M
2023,Senior,Tiempo completo,Research Scientist,90700,0,M
2023,Senior,Tiempo completo,Research Scientist,90700,0,M
2023,Senior,Tiempo completo,Data Modeler,90700,0,M
2023,Senior,Tiempo completo,Data Scientist,90700,0,M
2023,Senior,Tiempo completo,Data Modeler,90700,0,M
2023,Senior,Tiempo completo,Data Engineer,90700,0,M
2023,Senior,Tiempo completo,Data Engineer,90700,0,M
2023,Senior,Tiempo completo,Data Scientist,90700,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,90700,0,M
2022,Senior,Tiempo completo,Data Architect,90700,100,M
2023,Senior,Tiempo completo,Research Scientist,90600,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90500,100,M
2024,Semi-Senior,Tiempo completo,Data Manager,90500,0,M
2024,Semi-Senior,Tiempo completo,Data Analyst,90500,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90500,0,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,90400,0,M
2022,Senior,Tiempo completo,Data Analyst,90320,0,M
2022,Senior,Tiempo completo,Data Analyst,90320,100,M
2022,Senior,Tiempo completo,Data Analyst,90320,100,M
2022,Senior,Tiempo completo,Data Analyst,90320,100,M
2022,Senior,Tiempo completo,Data Analyst,90320,100,M
2022,Senior,Tiempo completo,Data Analyst,90320,100,M
2024,Junior,Tiempo completo,Data Reporting Analyst,90300,0,M
2023,Senior,Tiempo completo,Data Engineer,90300,0,M
2023,Semi-Senior,Tiempo completo,Data Visualization Specialist,90300,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Developer,90279,0,M
2024,Semi-Senior,Tiempo completo,Data Science,90100,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Junior,Tiempo completo,Data Specialist,90000,0,M
2024,Junior,Tiempo completo,Data Operations Analyst,90000,100,M
2024,Junior,Tiempo completo,Data Management Analyst,90000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Semi-Senior,Tiempo completo,Data Analyst,90000,0,M
2024,Senior,Tiempo completo,Data Scientist,100000,100,M
2024,Senior,Tiempo completo,AI Engineer,90000,0,L
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Senior,Tiempo completo,Data Science Consultant,90000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,90000,0,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,90000,0,M
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Senior,Tiempo completo,Data Science Consultant,90000,0,M
2024,Senior,Tiempo completo,Machine Learning Scientist,90000,0,M
2024,Semi-Senior,Tiempo completo,Robotics Engineer,90000,0,M
2024,Senior,Tiempo completo,Data Architect,112500,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Junior,Tiempo completo,Data Science,90000,0,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,90000,100,M
2024,Junior,Tiempo completo,Data Analyst,90000,100,M
2024,Senior,Tiempo completo,Machine Learning Scientist,90000,0,M
2024,Senior,Tiempo completo,Data Analyst,90000,0,M
2024,Senior,Tiempo completo,Data Engineer,112500,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90000,0,M
2024,Senior,Tiempo completo,Data Architect,112500,0,M
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Junior,Tiempo completo,Data Analyst,90000,100,M
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Senior,Tiempo completo,Data Analyst,90000,0,M
2024,Senior,Tiempo completo,Data Analyst,90000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Junior,Tiempo completo,Data Engineer,90000,0,M
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Senior,Tiempo completo,Data Science Manager,90000,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2024,Senior,Tiempo completo,Data Engineer,90000,0,M
2024,Senior,Tiempo completo,BI Developer,90000,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2024,Senior,Tiempo completo,AI Engineer,112500,100,M
2024,Junior,Tiempo completo,Data Analyst,90000,0,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,100000,100,M
2024,Junior,Tiempo completo,Research Analyst,90000,0,M
2023,Junior,Tiempo completo,Research Analyst,90000,100,M
2023,Experto,Tiempo completo,Head of Data,110736,100,M
2023,Senior,Tiempo completo,Data Architect,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Science Consultant,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Modeler,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Senior,Tiempo completo,Marketing Data Scientist,90000,50,L
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Senior,Tiempo completo,Data Science Consultant,90000,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Specialist,90000,0,M
2023,Senior,Tiempo completo,Data Scientist,90000,0,M
2023,Senior,Tiempo completo,Data Science Consultant,90000,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Science Consultant,90000,0,M
2023,Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Senior,Tiempo completo,Data Specialist,90000,0,M
2023,Senior,Tiempo completo,Data Architect,90000,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Experto,Tiempo completo,Data Analyst,90000,100,M
2023,Senior,Tiempo completo,Data Engineer,110736,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Specialist,90000,100,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Strategy Manager,90000,100,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,110736,100,M
2023,Junior,Tiempo completo,Data Engineer,90000,50,L
2023,Semi-Senior,Tiempo completo,Analytics Engineer,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,110736,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Semi-Senior,Tiempo completo,Computer Vision Engineer,110736,100,M
2023,Junior,Tiempo completo,Data Analyst,90000,0,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Junior,Tiempo completo,Analytics Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Scientist,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Modeller,110736,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Research Engineer,90000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Architect,90000,100,M
2023,Junior,Tiempo completo,Computer Vision Engineer,90000,100,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2023,Experto,Tiempo completo,Head of Data,110736,100,M
2023,Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Modeler,110736,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,110736,0,M
2023,Senior,Tiempo completo,Data Strategist,90000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,97171,100,L
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,97171,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,110736,0,M
2023,Junior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Senior,Tiempo completo,Applied Machine Learning Scientist,90000,100,L
2023,Semi-Senior,Tiempo completo,Data Science Consultant,90000,0,M
2023,Junior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Data Analyst,90000,100,M
2023,Senior,Tiempo completo,Data Science Manager,90000,100,M
2023,Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Senior,Tiempo completo,Machine Learning Software Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,110736,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,90000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,110736,0,M
2023,Senior,Tiempo completo,Data Scientist,90000,100,M
2021,Junior,Tiempo completo,Marketing Data Engineer,66970,50,L
2023,Senior,Tiempo completo,Data Engineer,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,90000,0,M
2023,Senior,Tiempo completo,Data Scientist,90000,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,90000,0,M
2022,Semi-Senior,Tiempo completo,Data Scientist,94560,100,M
2022,Semi-Senior,Tiempo completo,Machine Learning Engineer,90000,0,M
2022,Semi-Senior,Tiempo completo,Data Scientist,90000,100,M
2022,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2022,Semi-Senior,Tiempo completo,Data Engineer,90000,100,M
2022,Semi-Senior,Tiempo completo,Machine Learning Engineer,90000,0,M
2022,Senior,Tiempo completo,Data Engineer,90000,100,M
2022,Semi-Senior,Tiempo completo,Data Engineer,110820,0,M
2022,Senior,Por contrato,Data Analyst,90000,100,M
2022,Semi-Senior,Tiempo completo,Data Scientist,110820,0,M
2022,Senior,Tiempo completo,Data Engineer,90000,0,M
2022,Semi-Senior,Tiempo completo,Data Analyst,65257,50,M
2022,Semi-Senior,Tiempo completo,Data Engineer,110820,0,M
2022,Semi-Senior,Tiempo completo,Data Scientist,90000,0,M
2022,Senior,Tiempo completo,Data Scientist,110820,0,M
2022,Semi-Senior,Tiempo completo,Business Data Analyst,69133,50,L
2021,Semi-Senior,Tiempo completo,Data Analyst,90000,100,M
2021,Semi-Senior,Tiempo completo,Data Engineer,90000,100,L
2021,Junior,Tiempo completo,Data Analyst,90000,100,S
2021,Junior,Tiempo completo,Data Scientist,90000,100,S
2021,Senior,Tiempo completo,Data Analyst,71786,100,M
2021,Junior,Tiempo completo,Data Science Consultant,90000,100,S
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,110367,0,M
2023,Senior,Tiempo completo,Data Engineer,89600,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,110244,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Engineer,89500,100,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Engineer,89500,100,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Engineer,89500,100,M
2023,Semi-Senior,Tiempo completo,Business Intelligence Engineer,89500,100,M
2023,Senior,Tiempo completo,Data Engineer,89246,100,M
2022,Senior,Tiempo completo,Data Analyst,89200,100,M
2022,Senior,Tiempo completo,Data Analyst,89200,100,M
2023,Senior,Tiempo completo,Data Analyst,89100,100,M
2023,Junior,Tiempo completo,Data Analyst,89030,0,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,89000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,89000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,89000,0,M
2024,Senior,Tiempo completo,Data Analyst,89000,0,M
2023,Senior,Tiempo completo,Data Analyst,89000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,88995,0,M
2024,Senior,Tiempo completo,Data Analyst,88854,0,M
2024,Junior,Tiempo completo,Data Analyst,88800,0,M
2024,Junior,Tiempo completo,Data Analyst,88800,0,M
2024,Senior,Tiempo completo,Data Analyst,88670,0,M
2023,Senior,Tiempo completo,Data Scientist,88600,0,M
2024,Junior,Tiempo completo,Data Analyst,88200,100,M
2024,Junior,Tiempo completo,Data Analyst,88200,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,88200,100,M
2023,Junior,Tiempo completo,Data Analyst,88200,100,M
2022,Senior,Tiempo completo,Data Scientist,88100,0,M
2022,Senior,Tiempo completo,Data Scientist,88100,0,M
2024,Senior,Tiempo completo,Data Analyst,88052,100,M
2023,Senior,Tiempo completo,Data Analyst,88052,100,M
2024,Semi-Senior,Tiempo completo,Data Analyst,88000,100,M
2024,Semi-Senior,Tiempo completo,Data Operations Specialist,88000,0,M
2024,Semi-Senior,Tiempo completo,Data Analytics Manager,88000,0,M
2024,Semi-Senior,Tiempo completo,Data Specialist,88000,0,M
2024,Senior,Tiempo completo,Data Developer,88000,0,M
2023,Semi-Senior,Tiempo completo,Data DevOps Engineer,95012,50,L
2023,Junior,Tiempo completo,Data Engineer,88000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,88000,0,M
2023,Senior,Tiempo completo,Data Analyst,88000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,88000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,88000,0,M
2022,Semi-Senior,Tiempo completo,Data Scientist,67597,100,M
2020,Semi-Senior,Tiempo completo,Data Engineer,112872,50,L
2024,Junior,Tiempo completo,Data Analyst,87999,0,M
2023,Senior,Tiempo completo,Data Engineer,87980,0,M
2023,Senior,Tiempo completo,Data Engineer,87980,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Developer,87800,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Developer,87800,0,M
2024,Senior,Tiempo completo,Data Analyst,87600,0,M
2023,Senior,Tiempo completo,Data Engineer,87570,0,M
2024,Junior,Tiempo completo,Data Engineer,87550,100,M
2024,Junior,Tiempo completo,Data Engineer,87550,100,M
2024,Junior,Tiempo completo,Data Engineer,87550,100,M
2023,Experto,Tiempo completo,Data Analyst,87500,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,87500,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,87500,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,87500,100,M
2023,Semi-Senior,Tiempo completo,Data Specialist,87500,100,M
2023,Semi-Senior,Tiempo completo,Business Intelligence Analyst,87500,100,M
2023,Semi-Senior,Tiempo completo,Data Specialist,87500,100,M
2023,Senior,Tiempo completo,Data Analyst,87500,0,M
2024,Junior,Tiempo completo,Data Analyst,87400,0,M
2023,Senior,Tiempo completo,Research Analyst,87400,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,87300,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,87300,100,M
2023,Senior,Tiempo completo,BI Analyst,87200,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,87000,0,M
2024,Senior,Tiempo completo,Data Analyst,87000,0,M
2024,Junior,Tiempo completo,Data Analyst,87000,0,M
2024,Senior,Tiempo completo,ML Engineer,108750,0,S
2023,Senior,Tiempo completo,Data Engineer,87000,0,M
2023,Senior,Tiempo completo,Analytics Engineer,87000,0,M
2023,Senior,Tiempo completo,Data Analyst,87000,100,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,87000,0,M
2021,Senior,Tiempo completo,Head of Data,102839,100,L
2020,Semi-Senior,Tiempo completo,Lead Data Analyst,87000,100,L
2024,Junior,Tiempo completo,Data Science,86900,0,M
2023,Senior,Tiempo completo,Data Specialist,86900,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,86800,0,M
2024,Junior,Tiempo completo,Data Scientist,86800,0,M
2023,Senior,Tiempo completo,Data Analyst,86720,100,M
2023,Senior,Tiempo completo,Data Scientist,86700,0,L
2024,Semi-Senior,Tiempo completo,Data Scientist,86600,100,M
2024,Junior,Tiempo completo,Data Analyst,86600,0,M
2023,Senior,Tiempo completo,Data Analyst,86600,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,86600,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,86500,0,M
2023,Senior,Tiempo completo,AI Engineer,86500,0,M
2023,Junior,Tiempo completo,Data Analyst,86500,0,L
2023,Senior,Tiempo completo,Data Analyst,86466,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,86424,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,86400,0,M
2023,Senior,Tiempo completo,Data Engineer,86250,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,86218,0,M
2024,Senior,Tiempo completo,Data Analyst,95717,100,M
2023,Semi-Senior,Tiempo completo,BI Analyst,86100,0,M
2024,Semi-Senior,Tiempo completo,Data Analyst,86078,0,M
2024,Senior,Tiempo completo,Data Analyst,95584,100,M
2024,Senior,Tiempo completo,Research Engineer,86000,0,M
2024,Semi-Senior,Tiempo completo,Research Scientist,86000,0,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,86000,0,M
2024,Senior,Tiempo completo,Business Intelligence Analyst,86000,0,M
2024,Semi-Senior,Tiempo completo,Data Science,86000,0,M
2024,Semi-Senior,Tiempo completo,Data Analyst,86000,0,M
2024,Semi-Senior,Tiempo completo,Data Science,86000,0,M
2024,Semi-Senior,Tiempo completo,Data Science,86000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,86000,0,M
2024,Junior,Tiempo completo,Data Analyst,86000,0,M
2024,Senior,Tiempo completo,Data Scientist,86000,0,M
2024,Senior,Tiempo completo,Data Architect,86000,0,M
2024,Senior,Tiempo completo,Data Science,86000,0,M
2024,Senior,Tiempo completo,Data Engineer,86000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,86000,0,M
2024,Senior,Tiempo completo,Research Scientist,86000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,86000,100,M
2023,Senior,Tiempo completo,Data Science,86000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,86000,0,M
2023,Junior,Tiempo completo,Data Analyst,86000,0,M
2023,Senior,Tiempo completo,Data Strategist,86000,0,M
2023,Junior,Tiempo completo,Data Analyst,86000,0,M
2023,Senior,Tiempo completo,Data Strategist,86000,0,M
2023,Senior,Tiempo completo,Data Strategist,86000,0,M
2023,Senior,Tiempo completo,Data Strategist,86000,0,M
2023,Senior,Tiempo completo,Data Manager,86000,100,M
2022,Junior,Tiempo completo,Data Engineer,86000,100,L
2024,Junior,Tiempo completo,Data Analyst,85900,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,85800,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,85750,0,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,85700,0,M
