ano_trabajo,nivel_experiencia,tipo_contrato,titulo_trabajo,salario_usd,porcentaje_remoto,tamano_empresa
2021,Semi-Senior,Tiempo completo,Data Scientist,40038,100,L
2021,Semi-Senior,Tiempo completo,BI Data Analyst,36259,50,L
2020,Semi-Senior,Tiempo completo,Data Scientist,35735,50,L
2021,Semi-Senior,Tiempo completo,ML Engineer,77364,50,S
2022,Senior,Tiempo completo,Lead Machine Learning Engineer,95386,50,L
2021,Semi-Senior,Tiempo completo,ML Engineer,63711,50,S
2021,Senior,Tiempo completo,Data Science Manager,94665,50,L
2022,Junior,Tiempo completo,Data Scientist,17684,100,M
2022,Experto,Tiempo completo,Head of Machine Learning,76309,50,L
2022,Junior,Tiempo completo,Research Engineer,41809,50,L
2023,Semi-Senior,Tiempo completo,Head of Data Science,60805,50,L
2023,Junior,Tiempo completo,AI Programmer,60207,0,S
2021,Senior,Tiempo completo,Machine Learning Engineer,66265,0,L
2022,Senior,Tiempo completo,Lead Data Scientist,56723,0,L
2020,Junior,Tiempo completo,Data Engineer,41689,100,S
2022,Semi-Senior,Tiempo completo,Data Scientist,53416,100,L
2023,Junior,Tiempo completo,Applied Machine Learning Scientist,48644,100,L
2021,Senior,Tiempo completo,Data Scientist,54094,100,L
2021,Senior,Tiempo completo,Data Science Manager,54094,50,L
2023,Senior,Tiempo completo,Data Science Manager,43779,100,L
2024,Semi-Senior,Tiempo completo,Lead Data Analyst,39615,50,L
2023,Semi-Senior,Tiempo completo,Data Science Manager,38915,50,L
2023,Semi-Senior,Tiempo completo,Data Analytics Manager,38915,50,M
2023,Senior,Tiempo completo,Data Integration Specialist,36483,50,L
2022,Senior,Tiempo completo,Principal Data Architect,38154,100,L
2021,Senior,Tiempo completo,Lead Data Scientist,40570,50,L
2020,Semi-Senior,Tiempo completo,Data Scientist,40481,0,L
2022,Semi-Senior,Tiempo completo,Data Engineer,35610,50,L
2023,Semi-Senior,Tiempo completo,NLP Engineer,32834,100,M
2022,Semi-Senior,Tiempo completo,Data Scientist,31795,100,M
2021,Semi-Senior,Tiempo completo,Data Scientist,33808,0,M
2022,Semi-Senior,Tiempo completo,Data Scientist,30523,100,L
2024,Semi-Senior,Tiempo completo,Big Data Engineer,27611,100,L
2021,Junior,Tiempo completo,Data Engineer,30428,100,L
2021,Junior,Tiempo completo,Data Scientist,29751,50,L
2021,Junior,Tiempo completo,Data Scientist,28399,100,M
2023,Junior,Tiempo completo,AI Research Engineer,24322,100,L
2023,Semi-Senior,Tiempo completo,Machine Learning Software Engineer,24322,50,L
2022,Junior,Tiempo completo,Data Scientist,22892,50,M
2021,Senior,Tiempo completo,Machine Learning Engineer,24342,100,L
2023,Junior,Tiempo completo,Data Analyst,20673,50,L
2023,Semi-Senior,Tiempo completo,Applied Data Scientist,20673,100,L
2021,Semi-Senior,Tiempo completo,Big Data Engineer,22611,0,L
2022,Semi-Senior,Tiempo completo,Machine Learning Engineer,20984,50,L
2021,Junior,Tiempo completo,Data Engineer,21637,50,M
2023,Semi-Senior,Tiempo completo,Lead Data Analyst,18241,50,L
2021,Semi-Senior,Tiempo completo,Lead Data Analyst,19609,100,L
2023,Semi-Senior,Tiempo completo,Data Analytics Lead,17511,50,M
2022,Semi-Senior,Tiempo completo,Business Data Analyst,18314,50,L
2023,Junior,Tiempo completo,Data Engineer,17025,100,L
2023,Semi-Senior,Tiempo completo,Data Scientist,17025,100,L
2022,Semi-Senior,Tiempo completo,Business Data Analyst,17805,100,M
2022,Junior,Tiempo completo,Data Scientist,17805,100,M
2023,Semi-Senior,Tiempo completo,Product Data Analyst,16417,100,L
2021,Junior,Tiempo completo,AI Scientist,18053,100,S
2023,Senior,Tiempo completo,Data Analyst,15809,100,S
2022,Semi-Senior,Tiempo completo,Computer Vision Engineer,15897,100,M
2021,Semi-Senior,Tiempo completo,Data Analyst,16904,50,L
2021,Semi-Senior,Tiempo completo,Data Scientist,16904,100,S
2021,Junior,Tiempo completo,Big Data Engineer,16228,100,L
2023,Experto,Tiempo completo,Data Scientist,100416,50,S
2023,Senior,Tiempo completo,Data Science Consultant,29301,50,M
2023,Semi-Senior,Tiempo completo,Data Analyst,15680,50,L
2023,Semi-Senior,Tiempo completo,Data Scientist,24613,50,L
2023,Senior,Tiempo completo,Data Scientist,76508,50,S
2020,Senior,Tiempo completo,Data Engineer,33511,0,S
2023,Semi-Senior,Tiempo completo,Machine Learning Software Engineer,34482,50,L
2023,Semi-Senior,Tiempo completo,Data Scientist,65058,0,L
2023,Senior,Tiempo completo,BI Analyst,18381,100,L
2020,Junior,Tiempo completo,AI Scientist,45896,50,S
2023,Senior,Tiempo completo,Machine Learning Scientist,292200,100,M
2023,Senior,Tiempo completo,Machine Learning Scientist,292000,100,M
2024,Junior,Tiempo completo,Data Analyst,291900,0,M
2023,Senior,Tiempo completo,ML Engineer,291500,0,M
2023,Senior,Tiempo completo,Data Engineer,291500,0,M
2023,Senior,Tiempo completo,Data Engineer,291500,0,M
2023,Senior,Tiempo completo,Data Engineer,290300,0,M
2024,Senior,Tiempo completo,Research Scientist,290000,0,M
2024,Experto,Tiempo completo,Machine Learning Engineer,290000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,290000,0,M
2024,Senior,Tiempo completo,Research Engineer,290000,0,M
2024,Senior,Tiempo completo,Applied Scientist,290000,100,M
2024,Experto,Tiempo completo,Head of Data,290000,100,M
2023,Senior,Tiempo completo,Data Scientist,290000,0,M
2023,Senior,Tiempo completo,ML Engineer,290000,100,M
2023,Experto,Tiempo completo,Head of Data,290000,100,L
2023,Senior,Tiempo completo,Data Engineer,290000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,289800,0,M
2023,Senior,Tiempo completo,Analytics Engineer,289800,0,M
2023,Senior,Tiempo completo,Analytics Engineer,289800,0,M
2023,Senior,Tiempo completo,Analytics Engineer,289800,0,M
2023,Senior,Tiempo completo,Data Operations Engineer,289120,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,289076,0,M
2023,Senior,Tiempo completo,ML Engineer,289076,0,M
2024,Senior,Tiempo completo,AI Architect,289000,100,L
2024,Experto,Tiempo completo,Data Science,288400,0,M
2024,Senior,Tiempo completo,Data Science,288400,0,M
2023,Senior,Tiempo completo,Data Engineer,288000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,288000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,288000,100,M
2024,Semi-Senior,Tiempo completo,Data Science,287800,0,M
2024,Semi-Senior,Tiempo completo,Data Science,287800,0,M
2023,Senior,Tiempo completo,ML Engineer,287700,0,L
2024,Senior,Tiempo completo,Analytics Engineer,287500,0,M
2024,Senior,Tiempo completo,AI Engineer,287500,0,M
2023,Senior,Tiempo completo,Research Scientist,287500,0,M
2023,Senior,Tiempo completo,Data Scientist,287500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,287500,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,287500,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,287500,0,M
2024,Experto,Tiempo completo,Data Science,286500,0,M
2024,Senior,Tiempo completo,Data Scientist,286000,0,M
2023,Senior,Tiempo completo,Data Engineer,286000,0,M
2023,Experto,Tiempo completo,Data Engineer,286000,100,M
2023,Senior,Tiempo completo,Data Scientist,285800,0,M
2023,Senior,Tiempo completo,Data Scientist,285800,100,M
2024,Senior,Tiempo completo,Data Scientist,285670,100,M
2024,Senior,Tiempo completo,Applied Scientist,285200,100,M
2024,Senior,Tiempo completo,AI Architect,285000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,285000,0,L
2023,Senior,Tiempo completo,Data Scientist,285000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,285000,0,M
2023,Senior,Tiempo completo,Data Engineer,285000,0,M
2023,Senior,Tiempo completo,Data Architect,285000,100,M
2023,Senior,Tiempo completo,Research Scientist,285000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,284400,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,284400,0,M
2023,Senior,Tiempo completo,Data Engineer,284310,0,M
2023,Senior,Tiempo completo,Data Engineer,284310,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,284310,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,284050,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,284000,100,M
2023,Experto,Tiempo completo,Data Engineer,284000,100,M
2024,Senior,Tiempo completo,Data Engineer,283800,100,M
2024,Senior,Tiempo completo,Data Scientist,283800,0,M
2024,Senior,Tiempo completo,Data Scientist,283800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2024,Senior,Tiempo completo,Data Engineer,283780,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2023,Senior,Tiempo completo,Deep Learning Engineer,283780,0,M
2023,Senior,Tiempo completo,Data Engineer,283780,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2023,Senior,Tiempo completo,Data Engineer,283780,0,M
2023,Senior,Tiempo completo,Deep Learning Engineer,283780,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283780,0,M
2024,Senior,Tiempo completo,Data Architect,283500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283200,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283200,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,283200,100,M
2023,Senior,Tiempo completo,Research Scientist,283050,0,M
2023,Senior,Tiempo completo,Data Scientist,283000,0,M
2024,Senior,Tiempo completo,Robotics Software Engineer,282000,0,M
2024,Senior,Tiempo completo,Data Engineer,282000,0,M
2023,Senior,Tiempo completo,Data Engineer,282000,0,M
2023,Senior,Tiempo completo,Data Engineer,282000,0,M
2023,Junior,Tiempo completo,Applied Scientist,281700,0,M
2023,Senior,Tiempo completo,Data Scientist,281000,0,M
2023,Senior,Tiempo completo,Data Scientist,281000,0,M
2023,Senior,Tiempo completo,Research Engineer,281000,0,M
2023,Senior,Tiempo completo,Data Scientist,281000,0,M
2023,Senior,Tiempo completo,Data Scientist,280889,0,M
2023,Senior,Tiempo completo,Data Scientist,280889,0,M
2023,Senior,Tiempo completo,Data Scientist,280830,100,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,280700,100,M
2023,Senior,Tiempo completo,Data Engineer,280600,0,M
2023,Senior,Tiempo completo,Data Engineer,280600,0,M
2023,Senior,Tiempo completo,Data Architect,280100,100,M
2023,Senior,Tiempo completo,Data Architect,280100,100,M
2024,Senior,Tiempo completo,Research Scientist,280000,0,M
2024,Senior,Tiempo completo,Prompt Engineer,280000,0,M
2024,Senior,Tiempo completo,Research Engineer,280000,0,M
2024,Semi-Senior,Tiempo completo,MLOps Engineer,280000,0,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,280000,0,M
2024,Semi-Senior,Tiempo completo,Research Engineer,280000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,280000,0,M
2023,Semi-Senior,Tiempo completo,Data Science,280000,0,M
2023,Senior,Tiempo completo,Data Scientist,280000,100,M
2023,Senior,Tiempo completo,Data Engineer,280000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,280000,0,M
2023,Senior,Tiempo completo,Data Engineer,280000,0,M
2023,Senior,Tiempo completo,Data Analyst,280000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,280000,0,M
2023,Senior,Tiempo completo,Machine Learning Scientist,280000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,280000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,280000,0,M
2023,Senior,Tiempo completo,Data Analyst,280000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,280000,50,L
2023,Senior,Tiempo completo,Computer Vision Engineer,280000,0,M
2023,Senior,Tiempo completo,Computer Vision Engineer,280000,0,M
2024,Senior,Tiempo completo,Data Scientist,279000,100,M
2024,Senior,Tiempo completo,Data Architect,278800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Data Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2024,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Data Scientist,278700,0,M
2023,Senior,Tiempo completo,Data Scientist,278700,0,M
2023,Senior,Tiempo completo,Data Scientist,278700,0,M
2023,Senior,Tiempo completo,Research Scientist,278700,0,M
2023,Senior,Tiempo completo,Data Engineer,278300,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,278000,0,M
2023,Senior,Tiempo completo,Data Scientist,277500,0,M
2023,Senior,Tiempo completo,Data Scientist,277300,0,M
2024,Senior,Tiempo completo,Data Engineer,277000,0,M
2024,Senior,Tiempo completo,Data Engineer,277000,0,M
2024,Senior,Tiempo completo,Machine Learning Scientist,277000,0,M
2024,Senior,Tiempo completo,Data Engineer,277000,0,M
2023,Senior,Tiempo completo,Data Scientist,277000,0,M
2024,Senior,Tiempo completo,AI Engineer,276000,0,M
2024,Senior,Tiempo completo,Data Engineer,276000,0,M
2024,Senior,Tiempo completo,Data Architect,276000,0,M
2024,Senior,Tiempo completo,Data Architect,276000,0,M
2024,Semi-Senior,Tiempo completo,Data Science,276000,0,M
2024,Senior,Tiempo completo,Data Science,276000,0,M
2023,Senior,Tiempo completo,ML Engineer,276000,0,M
2023,Senior,Tiempo completo,ML Engineer,276000,0,M
2023,Senior,Tiempo completo,ML Engineer,276000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,276000,0,M
2023,Senior,Tiempo completo,Data Engineer,276000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,276000,0,M
2021,Senior,Tiempo completo,Lead Data Engineer,276000,0,L
2023,Senior,Tiempo completo,Data Scientist,275500,0,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,ML Engineer,275300,100,M
2023,Senior,Tiempo completo,Data Engineer,275300,100,M
2023,Senior,Tiempo completo,Analytics Engineer,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Analytics Engineer,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2023,Senior,Tiempo completo,Data Scientist,275300,100,M
2024,Senior,Tiempo completo,Data Engineer,275000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,275000,0,M
2023,Senior,Tiempo completo,ML Engineer,275000,0,M
2023,Senior,Tiempo completo,ML Engineer,275000,0,M
2023,Senior,Tiempo completo,Data Engineer,275000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,275000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,275000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,275000,0,M
2023,Senior,Tiempo completo,Research Scientist,275000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,275000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,275000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,275000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,275000,0,M
2023,Senior,Tiempo completo,Research Engineer,275000,0,M
2022,Senior,Tiempo completo,AI Developer,275000,0,S
2023,Senior,Tiempo completo,Data Engineer,275000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,275000,0,M
2023,Senior,Tiempo completo,NLP Engineer,275000,0,M
2022,Senior,Tiempo completo,Data Engineer,275000,100,M
2024,Senior,Tiempo completo,Data Engineer,211511,0,M
2023,Senior,Tiempo completo,Data Architect,274450,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,274000,100,M
2024,Senior,Tiempo completo,Data Scientist,273500,0,M
2023,Senior,Tiempo completo,Data Scientist,273500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,273400,0,M
2023,Senior,Tiempo completo,Research Scientist,273400,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,273400,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,273400,0,M
2023,Senior,Tiempo completo,Research Engineer,273000,0,M
2024,Senior,Tiempo completo,Analytics Engineer,272700,0,M
2023,Senior,Tiempo completo,Data Scientist,272550,0,M
2022,Senior,Tiempo completo,Data Scientist,272550,100,M
2024,Senior,Tiempo completo,Data Scientist,272400,0,M
2023,Senior,Tiempo completo,Data Scientist,272400,0,M
2023,Experto,Tiempo completo,Data Science Manager,272400,0,L
2023,Senior,Tiempo completo,Data Science Manager,272400,0,L
2023,Senior,Tiempo completo,Data Scientist,272300,0,M
2023,Senior,Tiempo completo,Data Scientist,272290,100,M
2023,Senior,Tiempo completo,Data Science Lead,272000,0,M
2023,Senior,Tiempo completo,Machine Learning Software Engineer,272000,0,M
2023,Senior,Tiempo completo,Data Engineer,270703,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,270400,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,270250,0,M
2024,Senior,Tiempo completo,Data Engineer,270250,0,M
2024,Senior,Tiempo completo,Data Science,270250,0,M
2023,Senior,Tiempo completo,Data Science,270250,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,270000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,270000,0,M
2024,Senior,Tiempo completo,Data Engineer,270000,0,M
2024,Senior,Tiempo completo,Research Engineer,270000,0,M
2023,Senior,Tiempo completo,ML Engineer,270000,100,M
2023,Semi-Senior,Tiempo completo,Research Scientist,270000,0,L
2023,Experto,Tiempo completo,Head of Data,270000,100,M
2023,Senior,Tiempo completo,ML Engineer,270000,100,M
2023,Senior,Tiempo completo,Data Scientist,270000,0,M
2023,Semi-Senior,Tiempo completo,Data Science Manager,270000,100,M
2021,Semi-Senior,Por contrato,ML Engineer,270000,100,L
2023,Experto,Tiempo completo,Head of Data,269600,100,M
2023,Experto,Tiempo completo,Head of Data,269600,100,M
2023,Experto,Tiempo completo,Head of Data,269600,0,M
2023,Experto,Tiempo completo,Head of Data,269600,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,269500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,269500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,269500,0,M
2024,Senior,Tiempo completo,Data Engineer,269100,0,M
2023,Senior,Tiempo completo,Data Engineer,269100,0,M
2024,Senior,Tiempo completo,Data Scientist,269000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,269000,100,M
2024,Senior,Tiempo completo,Data Science,268700,0,M
2024,Experto,Tiempo completo,Data Engineer,268500,0,M
2023,Senior,Tiempo completo,Data Scientist,268000,0,M
2023,Experto,Tiempo completo,Data Engineer,268000,100,M
2023,Senior,Tiempo completo,Data Scientist,268000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,268000,100,M
2024,Senior,Tiempo completo,Data Science,267900,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,267900,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2023,Senior,Tiempo completo,ML Engineer,267720,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,267720,0,M
2024,Experto,Tiempo completo,Head of Data,267500,0,M
2024,Semi-Senior,Tiempo completo,Data Science Manager,267100,0,M
2023,Senior,Tiempo completo,Data Scientist,267100,100,M
2023,Senior,Tiempo completo,Data Scientist,267100,100,M
2023,Senior,Tiempo completo,Analytics Engineer,267000,0,M
2024,Senior,Tiempo completo,Data Engineer,266875,0,M
2024,Senior,Tiempo completo,Data Scientist,266875,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,266875,0,M
2023,Senior,Tiempo completo,Data Engineer,266875,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,266500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,266500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,266500,0,M
2024,Senior,Tiempo completo,Applied Scientist,266482,0,M
2023,Senior,Tiempo completo,Research Engineer,266450,0,M
2023,Senior,Tiempo completo,Research Engineer,266450,0,M
2023,Senior,Tiempo completo,Data Science Engineer,266450,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,266400,0,M
2022,Senior,Tiempo completo,Data Architect,266400,100,M
2024,Senior,Tiempo completo,AI Architect,266000,0,M
2023,Senior,Tiempo completo,Data Engineer,266000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,266000,0,M
2023,Senior,Tiempo completo,Data Scientist,266000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,265800,100,M
2023,Experto,Tiempo completo,Data Engineer,265800,100,M
2024,Senior,Tiempo completo,Data Engineer,265200,0,M
2024,Experto,Tiempo completo,Machine Learning Engineer,265000,0,M
2023,Senior,Tiempo completo,Data Scientist,265000,100,M
2023,Senior,Tiempo completo,Data Scientist,265000,100,M
2023,Senior,Tiempo completo,Data Scientist,265000,100,M
2023,Senior,Tiempo completo,Data Engineer,265000,100,M
2023,Experto,Tiempo completo,Data Engineer,265000,0,M
2023,Senior,Tiempo completo,Data Engineer,265000,0,M
2023,Senior,Tiempo completo,Data Engineer,265000,100,M
2023,Senior,Tiempo completo,Data Scientist,264846,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,264400,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,263500,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,263500,100,M
2023,Senior,Tiempo completo,Data Architect,263100,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Manager,263000,0,M
2024,Experto,Tiempo completo,Head of Data,263000,0,M
2023,Senior,Tiempo completo,Applied Scientist,262500,0,L
2024,Senior,Tiempo completo,ML Engineer,262269,100,M
2023,Senior,Tiempo completo,ML Engineer,262269,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,262000,0,M
2023,Senior,Tiempo completo,Data Scientist,262000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,262000,0,M
2023,Senior,Tiempo completo,Data Scientist,262000,100,M
2023,Senior,Tiempo completo,Research Engineer,261500,0,L
2023,Senior,Tiempo completo,Machine Learning Engineer,261500,0,L
2023,Senior,Tiempo completo,Machine Learning Engineer,261500,0,L
2024,Senior,Tiempo completo,Data Science,261050,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,260800,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,260600,0,M
2022,Experto,Tiempo completo,Data Science Manager,260500,0,M
2024,Junior,Tiempo completo,Machine Learning Engineer,260100,100,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,260100,100,M
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Machine Learning Engineer,260000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,260000,0,M
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Business Intelligence,260000,0,M
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2024,Experto,Tiempo completo,Managing Director Data Science,260000,50,L
2024,Senior,Tiempo completo,Data Engineer,260000,0,M
2024,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Research Scientist,260000,0,M
2023,Senior,Tiempo completo,Data Scientist,260000,0,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Semi-Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Machine Learning Engineer,260000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,260000,0,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Machine Learning Engineer,260000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,260000,0,M
2023,Senior,Tiempo completo,Machine Learning Infrastructure Engineer,260000,100,M
2023,Senior,Tiempo completo,AI Developer,260000,0,M
2023,Senior,Tiempo completo,Data Scientist,260000,0,M
2023,Senior,Tiempo completo,Data Engineer,260000,0,M
2023,Senior,Tiempo completo,Analytics Engineer,260000,0,M
2023,Senior,Tiempo completo,ML Engineer,260000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,260000,0,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Machine Learning Engineer,260000,0,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Data Engineer,260000,0,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Experto,Tiempo completo,Director of Data Science,260000,100,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Semi-Senior,Tiempo completo,ML Engineer,260000,0,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Semi-Senior,Tiempo completo,Data Engineer,260000,0,M
2023,Senior,Tiempo completo,Data Engineer,260000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,260000,100,M
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Applied Scientist,260000,0,L
2023,Senior,Tiempo completo,Data Engineer,260000,0,M
2023,Senior,Tiempo completo,ML Engineer,260000,100,M
